id	mother	father	year	rep	scheme
88829	73184	72257	81	1	PedigreSelection
92135	80505	82172	81	1	PedigreSelection
92132	80505	82172	81	1	PedigreSelection
90389	74207	80500	81	1	PedigreSelection
90955	73184	68453	81	1	PedigreSelection
85522	75206	73215	81	1	PedigreSelection
89088	73184	72257	81	1	PedigreSelection
92112	80505	80500	81	1	PedigreSelection
76653	62156	65038	81	1	PedigreSelection
91033	80505	78921	81	1	PedigreSelection
87791	71140	76653	81	1	PedigreSelection
91455	73184	78921	81	1	PedigreSelection
73215	59170	62155	81	1	PedigreSelection
72297	59154	56919	81	1	PedigreSelection
89036	73184	68453	82	1	PedigreSelection
94326	80505	76653	82	1	PedigreSelection
83052	71171	73184	82	1	PedigreSelection
94229	83052	73184	82	1	PedigreSelection
95048	73184	80505	82	1	PedigreSelection
88812	73184	72257	82	1	PedigreSelection
93113	83054	83052	82	1	PedigreSelection
88829	73184	72257	82	1	PedigreSelection
89088	73184	72257	82	1	PedigreSelection
95042	73184	80505	82	1	PedigreSelection
95036	73184	80505	82	1	PedigreSelection
88750	76653	73215	82	1	PedigreSelection
80505	66462	68453	82	1	PedigreSelection
94317	80505	76653	82	1	PedigreSelection
73184	62156	55780	82	1	PedigreSelection
93183	73215	83052	82	1	PedigreSelection
89053	73184	79392	82	1	PedigreSelection
93338	83052	72257	82	1	PedigreSelection
92112	80505	80500	82	1	PedigreSelection
86883	72257	73184	82	1	PedigreSelection
90327	73215	66462	82	1	PedigreSelection
83054	71171	73184	82	1	PedigreSelection
92135	80505	82172	82	1	PedigreSelection
90955	73184	68453	82	1	PedigreSelection
85522	75206	73215	82	1	PedigreSelection
90389	74207	80500	82	1	PedigreSelection
92132	80505	82172	82	1	PedigreSelection
91455	73184	78921	82	1	PedigreSelection
87791	71140	76653	82	1	PedigreSelection
91033	80505	78921	82	1	PedigreSelection
95048	73184	80505	83	1	PedigreSelection
89088	73184	72257	83	1	PedigreSelection
89036	73184	68453	83	1	PedigreSelection
90955	73184	68453	83	1	PedigreSelection
95042	73184	80505	83	1	PedigreSelection
88829	73184	72257	83	1	PedigreSelection
95036	73184	80505	83	1	PedigreSelection
83054	71171	73184	83	1	PedigreSelection
94326	80505	76653	83	1	PedigreSelection
96053	83052	80505	83	1	PedigreSelection
89053	73184	79392	83	1	PedigreSelection
94229	83052	73184	83	1	PedigreSelection
80505	66462	68453	83	1	PedigreSelection
93113	83054	83052	83	1	PedigreSelection
73184	62156	55780	83	1	PedigreSelection
92112	80505	80500	83	1	PedigreSelection
88812	73184	72257	83	1	PedigreSelection
94317	80505	76653	83	1	PedigreSelection
83052	71171	73184	83	1	PedigreSelection
93338	83052	72257	83	1	PedigreSelection
96077	83052	85939	83	1	PedigreSelection
86883	72257	73184	83	1	PedigreSelection
92135	80505	82172	83	1	PedigreSelection
88750	76653	73215	83	1	PedigreSelection
96049	83052	86883	83	1	PedigreSelection
92132	80505	82172	83	1	PedigreSelection
91455	73184	78921	83	1	PedigreSelection
91033	80505	78921	83	1	PedigreSelection
93183	73215	83052	83	1	PedigreSelection
90327	73215	66462	83	1	PedigreSelection
94326	80505	76653	84	1	PedigreSelection
95042	73184	80505	84	1	PedigreSelection
96053	83052	80505	84	1	PedigreSelection
90327	73215	66462	84	1	PedigreSelection
95048	73184	80505	84	1	PedigreSelection
94229	83052	73184	84	1	PedigreSelection
83052	71171	73184	84	1	PedigreSelection
88750	76653	73215	84	1	PedigreSelection
95036	73184	80505	84	1	PedigreSelection
93113	83054	83052	84	1	PedigreSelection
94317	80505	76653	84	1	PedigreSelection
89053	73184	79392	84	1	PedigreSelection
92112	80505	80500	84	1	PedigreSelection
80505	66462	68453	84	1	PedigreSelection
93338	83052	72257	84	1	PedigreSelection
86883	72257	73184	84	1	PedigreSelection
96049	83052	86883	84	1	PedigreSelection
83054	71171	73184	84	1	PedigreSelection
89088	73184	72257	84	1	PedigreSelection
96077	83052	85939	84	1	PedigreSelection
73184	62156	55780	84	1	PedigreSelection
93183	73215	83052	84	1	PedigreSelection
89036	73184	68453	84	1	PedigreSelection
92135	80505	82172	84	1	PedigreSelection
88812	73184	72257	84	1	PedigreSelection
92132	80505	82172	84	1	PedigreSelection
88829	73184	72257	84	1	PedigreSelection
90955	73184	68453	84	1	PedigreSelection
97713	87791	79392	84	1	PedigreSelection
97587	82296	87286	84	1	PedigreSelection
95036	73184	80505	85	1	PedigreSelection
95042	73184	80505	85	1	PedigreSelection
89036	73184	68453	85	1	PedigreSelection
96053	83052	80505	85	1	PedigreSelection
95048	73184	80505	85	1	PedigreSelection
88829	73184	72257	85	1	PedigreSelection
94229	83052	73184	85	1	PedigreSelection
98504	83054	73184	85	1	PedigreSelection
98499	83054	73184	85	1	PedigreSelection
94326	80505	76653	85	1	PedigreSelection
89088	73184	72257	85	1	PedigreSelection
98177	80505	88750	85	1	PedigreSelection
73184	62156	55780	85	1	PedigreSelection
88812	73184	72257	85	1	PedigreSelection
86883	72257	73184	85	1	PedigreSelection
93113	83054	83052	85	1	PedigreSelection
83052	71171	73184	85	1	PedigreSelection
80505	66462	68453	85	1	PedigreSelection
96049	83052	86883	85	1	PedigreSelection
94317	80505	76653	85	1	PedigreSelection
92112	80505	80500	85	1	PedigreSelection
83054	71171	73184	85	1	PedigreSelection
88750	76653	73215	85	1	PedigreSelection
93338	83052	72257	85	1	PedigreSelection
90955	73184	68453	85	1	PedigreSelection
89053	73184	79392	85	1	PedigreSelection
90327	73215	66462	85	1	PedigreSelection
96077	83052	85939	85	1	PedigreSelection
93183	73215	83052	85	1	PedigreSelection
92135	80505	82172	85	1	PedigreSelection
93113	83054	83052	86	1	PedigreSelection
90327	73215	66462	86	1	PedigreSelection
96053	83052	80505	86	1	PedigreSelection
93338	83052	72257	86	1	PedigreSelection
95036	73184	80505	86	1	PedigreSelection
99635	89036	88829	86	1	PedigreSelection
94326	80505	76653	86	1	PedigreSelection
95042	73184	80505	86	1	PedigreSelection
99649	89036	88829	86	1	PedigreSelection
98504	83054	73184	86	1	PedigreSelection
83052	71171	73184	86	1	PedigreSelection
95048	73184	80505	86	1	PedigreSelection
94229	83052	73184	86	1	PedigreSelection
94317	80505	76653	86	1	PedigreSelection
98499	83054	73184	86	1	PedigreSelection
99634	89036	88829	86	1	PedigreSelection
86883	72257	73184	86	1	PedigreSelection
83054	71171	73184	86	1	PedigreSelection
96049	83052	86883	86	1	PedigreSelection
98177	80505	88750	86	1	PedigreSelection
80505	66462	68453	86	1	PedigreSelection
88812	73184	72257	86	1	PedigreSelection
89036	73184	68453	86	1	PedigreSelection
93183	73215	83052	86	1	PedigreSelection
73184	62156	55780	86	1	PedigreSelection
88750	76653	73215	86	1	PedigreSelection
96077	83052	85939	86	1	PedigreSelection
89053	73184	79392	86	1	PedigreSelection
89088	73184	72257	86	1	PedigreSelection
88829	73184	72257	86	1	PedigreSelection
99635	89036	88829	87	1	PedigreSelection
96053	83052	80505	87	1	PedigreSelection
100037	83054	89036	87	1	PedigreSelection
94326	80505	76653	87	1	PedigreSelection
99649	89036	88829	87	1	PedigreSelection
95036	73184	80505	87	1	PedigreSelection
99634	89036	88829	87	1	PedigreSelection
98499	83054	73184	87	1	PedigreSelection
100049	83054	89036	87	1	PedigreSelection
83052	71171	73184	87	1	PedigreSelection
89036	73184	68453	87	1	PedigreSelection
93113	83054	83052	87	1	PedigreSelection
98504	83054	73184	87	1	PedigreSelection
95042	73184	80505	87	1	PedigreSelection
90327	73215	66462	87	1	PedigreSelection
95048	73184	80505	87	1	PedigreSelection
100158	86881	89088	87	1	PedigreSelection
86883	72257	73184	87	1	PedigreSelection
96049	83052	86883	87	1	PedigreSelection
98177	80505	88750	87	1	PedigreSelection
88829	73184	72257	87	1	PedigreSelection
80505	66462	68453	87	1	PedigreSelection
94317	80505	76653	87	1	PedigreSelection
88750	76653	73215	87	1	PedigreSelection
73184	62156	55780	87	1	PedigreSelection
93338	83052	72257	87	1	PedigreSelection
94229	83052	73184	87	1	PedigreSelection
83054	71171	73184	87	1	PedigreSelection
88812	73184	72257	87	1	PedigreSelection
93183	73215	83052	87	1	PedigreSelection
99635	89036	88829	88	1	PedigreSelection
100037	83054	89036	88	1	PedigreSelection
100049	83054	89036	88	1	PedigreSelection
96053	83052	80505	88	1	PedigreSelection
99649	89036	88829	88	1	PedigreSelection
101756	86883	90327	88	1	PedigreSelection
98499	83054	73184	88	1	PedigreSelection
101225	83054	90327	88	1	PedigreSelection
100158	86881	89088	88	1	PedigreSelection
89036	73184	68453	88	1	PedigreSelection
95036	73184	80505	88	1	PedigreSelection
95048	73184	80505	88	1	PedigreSelection
101870	89053	90327	88	1	PedigreSelection
93113	83054	83052	88	1	PedigreSelection
88829	73184	72257	88	1	PedigreSelection
99634	89036	88829	88	1	PedigreSelection
98177	80505	88750	88	1	PedigreSelection
98504	83054	73184	88	1	PedigreSelection
86883	72257	73184	88	1	PedigreSelection
83052	71171	73184	88	1	PedigreSelection
90327	73215	66462	88	1	PedigreSelection
96049	83052	86883	88	1	PedigreSelection
88750	76653	73215	88	1	PedigreSelection
83054	71171	73184	88	1	PedigreSelection
94326	80505	76653	88	1	PedigreSelection
80505	66462	68453	88	1	PedigreSelection
94317	80505	76653	88	1	PedigreSelection
73184	62156	55780	88	1	PedigreSelection
94229	83052	73184	88	1	PedigreSelection
93338	83052	72257	88	1	PedigreSelection
99635	89036	88829	89	1	PedigreSelection
95048	73184	80505	89	1	PedigreSelection
100049	83054	89036	89	1	PedigreSelection
102071	89036	88829	89	1	PedigreSelection
102078	89036	88829	89	1	PedigreSelection
102089	89036	88829	89	1	PedigreSelection
99649	89036	88829	89	1	PedigreSelection
98499	83054	73184	89	1	PedigreSelection
100037	83054	89036	89	1	PedigreSelection
100158	86881	89088	89	1	PedigreSelection
89036	73184	68453	89	1	PedigreSelection
101756	86883	90327	89	1	PedigreSelection
101225	83054	90327	89	1	PedigreSelection
99634	89036	88829	89	1	PedigreSelection
96053	83052	80505	89	1	PedigreSelection
88829	73184	72257	89	1	PedigreSelection
93113	83054	83052	89	1	PedigreSelection
98504	83054	73184	89	1	PedigreSelection
101870	89053	90327	89	1	PedigreSelection
98177	80505	88750	89	1	PedigreSelection
83052	71171	73184	89	1	PedigreSelection
94229	83052	73184	89	1	PedigreSelection
95036	73184	80505	89	1	PedigreSelection
90327	73215	66462	89	1	PedigreSelection
96049	83052	86883	89	1	PedigreSelection
80505	66462	68453	89	1	PedigreSelection
83054	71171	73184	89	1	PedigreSelection
94317	80505	76653	89	1	PedigreSelection
73184	62156	55780	89	1	PedigreSelection
88750	76653	73215	89	1	PedigreSelection
100049	83054	89036	90	1	PedigreSelection
99635	89036	88829	90	1	PedigreSelection
93113	83054	83052	90	1	PedigreSelection
94317	80505	76653	90	1	PedigreSelection
103545	83052	88829	90	1	PedigreSelection
96053	83052	80505	90	1	PedigreSelection
102089	89036	88829	90	1	PedigreSelection
101756	86883	90327	90	1	PedigreSelection
98499	83054	73184	90	1	PedigreSelection
100158	86881	89088	90	1	PedigreSelection
98177	80505	88750	90	1	PedigreSelection
103498	93338	89036	90	1	PedigreSelection
102078	89036	88829	90	1	PedigreSelection
103450	93113	88812	90	1	PedigreSelection
100037	83054	89036	90	1	PedigreSelection
101225	83054	90327	90	1	PedigreSelection
102071	89036	88829	90	1	PedigreSelection
88750	76653	73215	90	1	PedigreSelection
83052	71171	73184	90	1	PedigreSelection
101870	89053	90327	90	1	PedigreSelection
99649	89036	88829	90	1	PedigreSelection
90327	73215	66462	90	1	PedigreSelection
95048	73184	80505	90	1	PedigreSelection
98504	83054	73184	90	1	PedigreSelection
89036	73184	68453	90	1	PedigreSelection
95036	73184	80505	90	1	PedigreSelection
99634	89036	88829	90	1	PedigreSelection
88829	73184	72257	90	1	PedigreSelection
80505	66462	68453	90	1	PedigreSelection
83054	71171	73184	90	1	PedigreSelection
98499	83054	73184	91	1	PedigreSelection
100049	83054	89036	91	1	PedigreSelection
99635	89036	88829	91	1	PedigreSelection
102078	89036	88829	91	1	PedigreSelection
102089	89036	88829	91	1	PedigreSelection
95036	73184	80505	91	1	PedigreSelection
100158	86881	89088	91	1	PedigreSelection
95048	73184	80505	91	1	PedigreSelection
99649	89036	88829	91	1	PedigreSelection
101756	86883	90327	91	1	PedigreSelection
96053	83052	80505	91	1	PedigreSelection
102071	89036	88829	91	1	PedigreSelection
89036	73184	68453	91	1	PedigreSelection
103498	93338	89036	91	1	PedigreSelection
101870	89053	90327	91	1	PedigreSelection
98177	80505	88750	91	1	PedigreSelection
100037	83054	89036	91	1	PedigreSelection
103545	83052	88829	91	1	PedigreSelection
99634	89036	88829	91	1	PedigreSelection
83054	71171	73184	91	1	PedigreSelection
104145	88750	94317	91	1	PedigreSelection
88829	73184	72257	91	1	PedigreSelection
98504	83054	73184	91	1	PedigreSelection
104242	93113	83052	91	1	PedigreSelection
88750	76653	73215	91	1	PedigreSelection
104245	93113	83052	91	1	PedigreSelection
101225	83054	90327	91	1	PedigreSelection
103450	93113	88812	91	1	PedigreSelection
80505	66462	68453	91	1	PedigreSelection
90327	73215	66462	91	1	PedigreSelection
100049	83054	89036	92	1	PedigreSelection
99635	89036	88829	92	1	PedigreSelection
98499	83054	73184	92	1	PedigreSelection
104245	93113	83052	92	1	PedigreSelection
102089	89036	88829	92	1	PedigreSelection
102078	89036	88829	92	1	PedigreSelection
104242	93113	83052	92	1	PedigreSelection
103498	93338	89036	92	1	PedigreSelection
101756	86883	90327	92	1	PedigreSelection
101870	89053	90327	92	1	PedigreSelection
105709	89053	90955	92	1	PedigreSelection
104145	88750	94317	92	1	PedigreSelection
103545	83052	88829	92	1	PedigreSelection
105925	83054	90955	92	1	PedigreSelection
100158	86881	89088	92	1	PedigreSelection
89036	73184	68453	92	1	PedigreSelection
100037	83054	89036	92	1	PedigreSelection
98177	80505	88750	92	1	PedigreSelection
105456	95036	89053	92	1	PedigreSelection
99634	89036	88829	92	1	PedigreSelection
102071	89036	88829	92	1	PedigreSelection
90327	73215	66462	92	1	PedigreSelection
103450	93113	88812	92	1	PedigreSelection
95048	73184	80505	92	1	PedigreSelection
96053	83052	80505	92	1	PedigreSelection
99649	89036	88829	92	1	PedigreSelection
101225	83054	90327	92	1	PedigreSelection
88829	73184	72257	92	1	PedigreSelection
83054	71171	73184	92	1	PedigreSelection
98504	83054	73184	92	1	PedigreSelection
100158	86881	89088	93	1	PedigreSelection
100049	83054	89036	93	1	PedigreSelection
99635	89036	88829	93	1	PedigreSelection
98499	83054	73184	93	1	PedigreSelection
102078	89036	88829	93	1	PedigreSelection
89036	73184	68453	93	1	PedigreSelection
102089	89036	88829	93	1	PedigreSelection
105456	95036	89053	93	1	PedigreSelection
105709	89053	90955	93	1	PedigreSelection
105925	83054	90955	93	1	PedigreSelection
99634	89036	88829	93	1	PedigreSelection
101870	89053	90327	93	1	PedigreSelection
98177	80505	88750	93	1	PedigreSelection
101756	86883	90327	93	1	PedigreSelection
103498	93338	89036	93	1	PedigreSelection
106038	95048	93113	93	1	PedigreSelection
95048	73184	80505	93	1	PedigreSelection
100037	83054	89036	93	1	PedigreSelection
99649	89036	88829	93	1	PedigreSelection
106031	95048	93113	93	1	PedigreSelection
102071	89036	88829	93	1	PedigreSelection
103545	83052	88829	93	1	PedigreSelection
98504	83054	73184	93	1	PedigreSelection
106700	93113	83052	93	1	PedigreSelection
104242	93113	83052	93	1	PedigreSelection
104245	93113	83052	93	1	PedigreSelection
96053	83052	80505	93	1	PedigreSelection
104145	88750	94317	93	1	PedigreSelection
83054	71171	73184	93	1	PedigreSelection
88829	73184	72257	93	1	PedigreSelection
100049	83054	89036	94	1	PedigreSelection
101870	89053	90327	94	1	PedigreSelection
102078	89036	88829	94	1	PedigreSelection
105456	95036	89053	94	1	PedigreSelection
98499	83054	73184	94	1	PedigreSelection
102089	89036	88829	94	1	PedigreSelection
101756	86883	90327	94	1	PedigreSelection
99635	89036	88829	94	1	PedigreSelection
106700	93113	83052	94	1	PedigreSelection
106031	95048	93113	94	1	PedigreSelection
104242	93113	83052	94	1	PedigreSelection
104245	93113	83052	94	1	PedigreSelection
107590	88750	93113	94	1	PedigreSelection
107581	88750	93113	94	1	PedigreSelection
107195	96053	93113	94	1	PedigreSelection
105709	89053	90955	94	1	PedigreSelection
103545	83052	88829	94	1	PedigreSelection
105925	83054	90955	94	1	PedigreSelection
104145	88750	94317	94	1	PedigreSelection
106038	95048	93113	94	1	PedigreSelection
98177	80505	88750	94	1	PedigreSelection
100158	86881	89088	94	1	PedigreSelection
103498	93338	89036	94	1	PedigreSelection
89036	73184	68453	94	1	PedigreSelection
83054	71171	73184	94	1	PedigreSelection
98504	83054	73184	94	1	PedigreSelection
102071	89036	88829	94	1	PedigreSelection
100037	83054	89036	94	1	PedigreSelection
95048	73184	80505	94	1	PedigreSelection
99649	89036	88829	94	1	PedigreSelection
100049	83054	89036	95	1	PedigreSelection
99635	89036	88829	95	1	PedigreSelection
101870	89053	90327	95	1	PedigreSelection
108190	95042	98499	95	1	PedigreSelection
100158	86881	89088	95	1	PedigreSelection
101756	86883	90327	95	1	PedigreSelection
106031	95048	93113	95	1	PedigreSelection
104145	88750	94317	95	1	PedigreSelection
108561	98499	90955	95	1	PedigreSelection
108117	95036	93113	95	1	PedigreSelection
102078	89036	88829	95	1	PedigreSelection
98499	83054	73184	95	1	PedigreSelection
104245	93113	83052	95	1	PedigreSelection
107590	88750	93113	95	1	PedigreSelection
102089	89036	88829	95	1	PedigreSelection
107581	88750	93113	95	1	PedigreSelection
104242	93113	83052	95	1	PedigreSelection
106700	93113	83052	95	1	PedigreSelection
103545	83052	88829	95	1	PedigreSelection
105456	95036	89053	95	1	PedigreSelection
107195	96053	93113	95	1	PedigreSelection
102071	89036	88829	95	1	PedigreSelection
105709	89053	90955	95	1	PedigreSelection
98177	80505	88750	95	1	PedigreSelection
106038	95048	93113	95	1	PedigreSelection
105925	83054	90955	95	1	PedigreSelection
98504	83054	73184	95	1	PedigreSelection
89036	73184	68453	95	1	PedigreSelection
103498	93338	89036	95	1	PedigreSelection
95048	73184	80505	95	1	PedigreSelection
101870	89053	90327	96	1	PedigreSelection
104245	93113	83052	96	1	PedigreSelection
101756	86883	90327	96	1	PedigreSelection
106700	93113	83052	96	1	PedigreSelection
104145	88750	94317	96	1	PedigreSelection
108117	95036	93113	96	1	PedigreSelection
107581	88750	93113	96	1	PedigreSelection
108190	95042	98499	96	1	PedigreSelection
107590	88750	93113	96	1	PedigreSelection
104242	93113	83052	96	1	PedigreSelection
107195	96053	93113	96	1	PedigreSelection
106031	95048	93113	96	1	PedigreSelection
100049	83054	89036	96	1	PedigreSelection
109423	99635	88750	96	1	PedigreSelection
105456	95036	89053	96	1	PedigreSelection
106038	95048	93113	96	1	PedigreSelection
98504	83054	73184	96	1	PedigreSelection
109415	99635	88750	96	1	PedigreSelection
108561	98499	90955	96	1	PedigreSelection
109409	99635	94326	96	1	PedigreSelection
105709	89053	90955	96	1	PedigreSelection
98177	80505	88750	96	1	PedigreSelection
105925	83054	90955	96	1	PedigreSelection
102089	89036	88829	96	1	PedigreSelection
99635	89036	88829	96	1	PedigreSelection
102078	89036	88829	96	1	PedigreSelection
98499	83054	73184	96	1	PedigreSelection
100158	86881	89088	96	1	PedigreSelection
103545	83052	88829	96	1	PedigreSelection
89036	73184	68453	96	1	PedigreSelection
104245	93113	83052	97	1	PedigreSelection
101870	89053	90327	97	1	PedigreSelection
104145	88750	94317	97	1	PedigreSelection
104242	93113	83052	97	1	PedigreSelection
98504	83054	73184	97	1	PedigreSelection
101756	86883	90327	97	1	PedigreSelection
98177	80505	88750	97	1	PedigreSelection
107581	88750	93113	97	1	PedigreSelection
106700	93113	83052	97	1	PedigreSelection
108117	95036	93113	97	1	PedigreSelection
106031	95048	93113	97	1	PedigreSelection
107590	88750	93113	97	1	PedigreSelection
108190	95042	98499	97	1	PedigreSelection
107195	96053	93113	97	1	PedigreSelection
110586	100049	96049	97	1	PedigreSelection
102089	89036	88829	97	1	PedigreSelection
109415	99635	88750	97	1	PedigreSelection
109409	99635	94326	97	1	PedigreSelection
106038	95048	93113	97	1	PedigreSelection
105456	95036	89053	97	1	PedigreSelection
100049	83054	89036	97	1	PedigreSelection
109423	99635	88750	97	1	PedigreSelection
102078	89036	88829	97	1	PedigreSelection
110080	99635	100049	97	1	PedigreSelection
110079	99635	100049	97	1	PedigreSelection
103545	83052	88829	97	1	PedigreSelection
105925	83054	90955	97	1	PedigreSelection
105709	89053	90955	97	1	PedigreSelection
108561	98499	90955	97	1	PedigreSelection
99635	89036	88829	97	1	PedigreSelection
105456	95036	89053	98	1	PedigreSelection
110079	99635	100049	98	1	PedigreSelection
102078	89036	88829	98	1	PedigreSelection
100049	83054	89036	98	1	PedigreSelection
101756	86883	90327	98	1	PedigreSelection
105709	89053	90955	98	1	PedigreSelection
110586	100049	96049	98	1	PedigreSelection
99635	89036	88829	98	1	PedigreSelection
108190	95042	98499	98	1	PedigreSelection
110080	99635	100049	98	1	PedigreSelection
101870	89053	90327	98	1	PedigreSelection
111402	101225	90327	98	1	PedigreSelection
109409	99635	94326	98	1	PedigreSelection
108117	95036	93113	98	1	PedigreSelection
107581	88750	93113	98	1	PedigreSelection
106031	95048	93113	98	1	PedigreSelection
106700	93113	83052	98	1	PedigreSelection
111394	101225	90327	98	1	PedigreSelection
111410	101225	90327	98	1	PedigreSelection
104242	93113	83052	98	1	PedigreSelection
108561	98499	90955	98	1	PedigreSelection
107590	88750	93113	98	1	PedigreSelection
107195	96053	93113	98	1	PedigreSelection
109415	99635	88750	98	1	PedigreSelection
104145	88750	94317	98	1	PedigreSelection
105925	83054	90955	98	1	PedigreSelection
106038	95048	93113	98	1	PedigreSelection
109423	99635	88750	98	1	PedigreSelection
102089	89036	88829	98	1	PedigreSelection
103545	83052	88829	98	1	PedigreSelection
110079	99635	100049	99	1	PedigreSelection
110080	99635	100049	99	1	PedigreSelection
99635	89036	88829	99	1	PedigreSelection
112056	99635	101756	99	1	PedigreSelection
112224	100049	95036	99	1	PedigreSelection
100049	83054	89036	99	1	PedigreSelection
112185	100049	99634	99	1	PedigreSelection
105456	95036	89053	99	1	PedigreSelection
105925	83054	90955	99	1	PedigreSelection
101756	86883	90327	99	1	PedigreSelection
108117	95036	93113	99	1	PedigreSelection
109409	99635	94326	99	1	PedigreSelection
110586	100049	96049	99	1	PedigreSelection
102078	89036	88829	99	1	PedigreSelection
108190	95042	98499	99	1	PedigreSelection
108561	98499	90955	99	1	PedigreSelection
102089	89036	88829	99	1	PedigreSelection
107581	88750	93113	99	1	PedigreSelection
105709	89053	90955	99	1	PedigreSelection
104145	88750	94317	99	1	PedigreSelection
109423	99635	88750	99	1	PedigreSelection
111410	101225	90327	99	1	PedigreSelection
109415	99635	88750	99	1	PedigreSelection
107590	88750	93113	99	1	PedigreSelection
111394	101225	90327	99	1	PedigreSelection
107195	96053	93113	99	1	PedigreSelection
111402	101225	90327	99	1	PedigreSelection
104242	93113	83052	99	1	PedigreSelection
103545	83052	88829	99	1	PedigreSelection
106700	93113	83052	99	1	PedigreSelection
110079	99635	100049	100	1	PedigreSelection
100049	83054	89036	100	1	PedigreSelection
112224	100049	95036	100	1	PedigreSelection
110080	99635	100049	100	1	PedigreSelection
108117	95036	93113	100	1	PedigreSelection
112185	100049	99634	100	1	PedigreSelection
110586	100049	96049	100	1	PedigreSelection
112056	99635	101756	100	1	PedigreSelection
109409	99635	94326	100	1	PedigreSelection
104145	88750	94317	100	1	PedigreSelection
101756	86883	90327	100	1	PedigreSelection
99635	89036	88829	100	1	PedigreSelection
108190	95042	98499	100	1	PedigreSelection
108561	98499	90955	100	1	PedigreSelection
105456	95036	89053	100	1	PedigreSelection
113067	100049	94317	100	1	PedigreSelection
102078	89036	88829	100	1	PedigreSelection
111410	101225	90327	100	1	PedigreSelection
107195	96053	93113	100	1	PedigreSelection
113192	93113	101756	100	1	PedigreSelection
106700	93113	83052	100	1	PedigreSelection
102089	89036	88829	100	1	PedigreSelection
113206	93113	101756	100	1	PedigreSelection
105709	89053	90955	100	1	PedigreSelection
104242	93113	83052	100	1	PedigreSelection
107581	88750	93113	100	1	PedigreSelection
109423	99635	88750	100	1	PedigreSelection
111394	101225	90327	100	1	PedigreSelection
103545	83052	88829	100	1	PedigreSelection
105925	83054	90955	100	1	PedigreSelection
110079	99635	100049	101	1	PedigreSelection
100049	83054	89036	101	1	PedigreSelection
112224	100049	95036	101	1	PedigreSelection
110080	99635	100049	101	1	PedigreSelection
108561	98499	90955	101	1	PedigreSelection
112056	99635	101756	101	1	PedigreSelection
99635	89036	88829	101	1	PedigreSelection
109409	99635	94326	101	1	PedigreSelection
102078	89036	88829	101	1	PedigreSelection
110586	100049	96049	101	1	PedigreSelection
101756	86883	90327	101	1	PedigreSelection
108117	95036	93113	101	1	PedigreSelection
112185	100049	99634	101	1	PedigreSelection
114789	98177	104245	101	1	PedigreSelection
104145	88750	94317	101	1	PedigreSelection
114954	104145	101225	101	1	PedigreSelection
105456	95036	89053	101	1	PedigreSelection
102089	89036	88829	101	1	PedigreSelection
114962	104145	101225	101	1	PedigreSelection
111410	101225	90327	101	1	PedigreSelection
107581	88750	93113	101	1	PedigreSelection
108190	95042	98499	101	1	PedigreSelection
113192	93113	101756	101	1	PedigreSelection
109423	99635	88750	101	1	PedigreSelection
107195	96053	93113	101	1	PedigreSelection
106700	93113	83052	101	1	PedigreSelection
113206	93113	101756	101	1	PedigreSelection
105709	89053	90955	101	1	PedigreSelection
111394	101225	90327	101	1	PedigreSelection
103545	83052	88829	101	1	PedigreSelection
108117	95036	93113	102	1	PedigreSelection
115062	100049	101756	102	1	PedigreSelection
110079	99635	100049	102	1	PedigreSelection
115069	100049	101756	102	1	PedigreSelection
115059	100049	101756	102	1	PedigreSelection
112224	100049	95036	102	1	PedigreSelection
112056	99635	101756	102	1	PedigreSelection
101756	86883	90327	102	1	PedigreSelection
100049	83054	89036	102	1	PedigreSelection
108561	98499	90955	102	1	PedigreSelection
110080	99635	100049	102	1	PedigreSelection
114789	98177	104245	102	1	PedigreSelection
114954	104145	101225	102	1	PedigreSelection
99635	89036	88829	102	1	PedigreSelection
108190	95042	98499	102	1	PedigreSelection
107581	88750	93113	102	1	PedigreSelection
110586	100049	96049	102	1	PedigreSelection
113192	93113	101756	102	1	PedigreSelection
109409	99635	94326	102	1	PedigreSelection
114962	104145	101225	102	1	PedigreSelection
104145	88750	94317	102	1	PedigreSelection
113206	93113	101756	102	1	PedigreSelection
102078	89036	88829	102	1	PedigreSelection
106700	93113	83052	102	1	PedigreSelection
112185	100049	99634	102	1	PedigreSelection
105456	95036	89053	102	1	PedigreSelection
111410	101225	90327	102	1	PedigreSelection
109423	99635	88750	102	1	PedigreSelection
111394	101225	90327	102	1	PedigreSelection
107195	96053	93113	102	1	PedigreSelection
115062	100049	101756	103	1	PedigreSelection
110079	99635	100049	103	1	PedigreSelection
115069	100049	101756	103	1	PedigreSelection
116098	100049	101756	103	1	PedigreSelection
116109	100049	101756	103	1	PedigreSelection
116096	100049	101756	103	1	PedigreSelection
108117	95036	93113	103	1	PedigreSelection
115059	100049	101756	103	1	PedigreSelection
100049	83054	89036	103	1	PedigreSelection
112224	100049	95036	103	1	PedigreSelection
110586	100049	96049	103	1	PedigreSelection
101756	86883	90327	103	1	PedigreSelection
114954	104145	101225	103	1	PedigreSelection
112056	99635	101756	103	1	PedigreSelection
108561	98499	90955	103	1	PedigreSelection
109409	99635	94326	103	1	PedigreSelection
113192	93113	101756	103	1	PedigreSelection
114789	98177	104245	103	1	PedigreSelection
99635	89036	88829	103	1	PedigreSelection
102078	89036	88829	103	1	PedigreSelection
104145	88750	94317	103	1	PedigreSelection
